name,Borough,BUILDING,STREET,ZIPCODE,PHONE,cuisine_description,latitude,longitude,is_vegan,is_vegetarian,is_kids_friendly,ticket_price,Information
METRO CAFE,Bronx,1200,WATERS PLACE,10461,7189751198,American,40.84272657,-73.8383717,1,1,1,38.45,The cuisine is American
809 GRILL & BAR RESTAURANT,Manhattan,112,DYCKMAN STREET,10040,2123043800,Latin American,40.86201245,-73.92502273,1,1,1,11.67,The cuisine is Latin American
KAM HUNG KITCHEN,Queens,17208,LINDEN BLVD,11434,7185234725,Chinese,40.69192725,-73.77801313,0,1,1,48.89,The cuisine is Chinese
SUNSET PIZZERIA,Staten Island,645,ROSSVILLE AVENUE,10309,7183565918,Pizza,40.54235092,-74.20823691,0,1,0,38.8,The cuisine is Pizza
TEMPURA MATSUI,Manhattan,222,EAST   39 STREET,10016,2129868885,Japanese,40.74840164,-73.97477247,0,0,0,37.73,The cuisine is Japanese
DAN'S BAKERY & ROTI HOUSE,Queens,12616,ROCKAWAY BOULEVARD,11420,7188355336,Caribbean,40.67523555,-73.8113442,0,0,1,16.12,The cuisine is Caribbean
MALAI MARKE,Manhattan,318,EAST    6 STREET,10003,2127777729,Indian,40.72710715,-73.98788096,1,1,0,34.86,The cuisine is Indian
THE DEAD POET,Manhattan,450,AMSTERDAM AVENUE,10024,2125955670,Irish,40.7848525,-73.97709135,0,1,1,31.14,The cuisine is Irish
THE LOFT AT ARIANA'S GRAND,Staten Island,4864,ARTHUR KILL ROAD,10309,7189678500,Italian,40.5235653,-74.23920515,1,1,1,46.49,The cuisine is Italian
TUTTO CALCIO ESPRESSO BAR,Queens,1244,CLINTONVILLE ST,11357,7187674444,Coffee/Tea,40.79015444,-73.81184792,0,0,0,16.59,The cuisine is Coffee/Tea
LA ABUNDANCIA RESTAURANT & BAKERY,Queens,3701,JUNCTION BLVD,11368,7185939445,Spanish,40.75125194,-73.87065907,1,1,1,41.77,The cuisine is Spanish
GEMINI DINER,Manhattan,641,2 AVENUE,10016,2125322143,American,40.74534139,-73.97547737,1,1,0,18.99,The cuisine is American
SHANGHAI MONG,Manhattan,30,WEST   32 STREET,10001,2126296450,Korean,40.74775591,-73.98695327,0,0,0,41.06,The cuisine is Korean
LA CUESTA,Brooklyn,582,LIBERTY AVENUE,11207,3477894541,Latin American,40.67558899,-73.88838503,1,1,0,38.04,The cuisine is Latin American
THE BEST OF NEW YORK FOOD,Manhattan,150,WATER STREET,10005,2129521890,American,40.70598938,-74.00624334,1,1,1,14.83,The cuisine is American
THE BIG APPLE (RITZ CARLTON HOTEL EMPLOYEE CAFETERIA),Manhattan,50,CENTRAL PARK SOUTH,10019,2123089100,American,40.76515571,-73.97505128,1,1,1,31.54,The cuisine is American
TESSA,Manhattan,349,AMSTERDAM AVENUE,10024,2123901974,Mediterranean,40.78160041,-73.97943595,0,1,1,29.02,The cuisine is Mediterranean
ANGELETTO,Manhattan,890,2 AVENUE,10017,2122351227,Italian,40.75324491,-73.96968865,0,0,0,41.83,The cuisine is Italian
AUSTINS ALE HOUSE,Queens,82-70,AUSTIN STREET,11415,7188493939,American,40.7096294,-73.83002447,1,1,1,39.28,The cuisine is American
STEEPLECHASE COFFEE,Brooklyn,3013,FORT HAMILTON PARKWAY,11218,3477992640,Coffee/Tea,40.64838843,-73.97857985,1,1,0,31.51,The cuisine is Coffee/Tea
VILLAGE DINER,Queens,8174,LEFFERTS BLVD,11415,7188503787,American,40.70795924,-73.83098097,1,1,0,28.21,The cuisine is American
CAFE LUNA,Staten Island,1300,HYLAN BOULEVARD,10305,7183513235,Italian,40.59658633,-74.08557426,0,1,0,18.03,The cuisine is Italian
YIFANG TAIWAN FRUIT TEA,Queens,13515,40TH RD,11354,9173269929,Coffee/Tea,40.75886248,-73.83012937,1,1,1,41.13,The cuisine is Coffee/Tea
TACOS GRAND CENTRAL,Manhattan,711,2 AVENUE,10016,9176886306,Tex-Mex,40.74748745,-73.97392108,1,1,0,10.02,The cuisine is Tex-Mex
TEA AND SYMPATHY,Manhattan,108,GREENWICH AVENUE,10011,2129899735,English,40.73834759,-74.0021543,1,1,0,31.04,The cuisine is English
EMERGENCY SNACK BAR,Bronx,1354,EDWARD L GRANT HIGHWAY,10452,3472705445,Spanish,40.84067542,-73.9217002,1,1,1,36.17,The cuisine is Spanish
HEALTHY IN DYCKMAN,Manhattan,4734,BROADWAY,10040,6466829711,"Juice, Smoothies, Fruit Salads",40.86494593,-73.92832754,0,1,0,46.22,"The cuisine is Juice, Smoothies, Fruit Salads"
IZAKAYA FUKU,Queens,7128,ROOSEVELT AVE,11372,7182551120,Japanese,40.74654681,-73.89417361,0,1,0,22.46,The cuisine is Japanese
A GUSTO,Brooklyn,1450,FULTON STREET,11216,3475339961,Thai,40.6800014,-73.94262409,1,1,0,32.75,The cuisine is Thai
TASTE OF COCHIN,Queens,248-08,UNION TURNPIKE,11426,7183473900,Indian,40.74241289,-73.72179272,1,1,1,21.33,The cuisine is Indian
MISS LI HENAN CUISINE,Queens,13349,ROOSEVELT AVE,11354,3473684442,Chinese,40.75872883,-73.83256984,1,1,1,10.58,The cuisine is Chinese
BIBBLE AND SIP,Manhattan,253,WEST   51 STREET,10019,2125867579,Bakery Products/Desserts,40.762484,-73.98461841,1,1,0,26.68,The cuisine is Bakery Products/Desserts
TRONO DE MEXICO,Queens,3819,69 STREET,11377,7184249181,Mexican,40.74688647,-73.89642148,0,1,1,34.98,The cuisine is Mexican
BARBALU BK,Brooklyn,68,BERGEN STREET,11201,9178549161,Italian,40.68688832,-73.99090991,0,0,0,40.81,The cuisine is Italian
GIUSEPPE PIZZERIA,Staten Island,4300,AMBOY ROAD,10312,7182278332,Pizza,40.5460418,-74.15922399,1,1,0,35.27,The cuisine is Pizza
BETO'S RESTAURANT,Bronx,835,EAST  152 STREET,10455,3477262925,Mexican,40.81523491,-73.90424102,1,1,0,28.61,The cuisine is Mexican
La Nueva Delicia Peruana,Queens,4307,104TH ST,11368,7184232819,Spanish,40.74771861,-73.86057865,1,1,0,12.47,The cuisine is Spanish
KOLIBA RESTAURANT,Queens,31-11,23 AVENUE,11105,7186260430,Czech,40.77426803,-73.91273067,1,1,0,19.32,The cuisine is Czech
KUNG FU XIAO LONG BAO,Queens,5916,MAIN ST,11355,7186612882,Chinese,40.74367173,-73.8256536,1,1,1,37.75,The cuisine is Chinese
NEW LI HING RESTAURANT,Brooklyn,304,AVENUE U,11223,7183739708,Chinese,40.59701855,-73.97272697,0,1,1,30.75,The cuisine is Chinese
NEW FIVE STAR RESTAURANT,Bronx,1715,EAST  174 STREET,10472,7183783138,Chinese,40.83461068,-73.87118301,1,1,0,40.7,The cuisine is Chinese
DAXI SICHUAN,Queens,13620,ROOSEVELT AVE,11354,9175631983,Chinese,40.75977791,-73.82923543,1,1,1,19.27,The cuisine is Chinese
JUST NOODLES THAI EXPRESS,Queens,8202,45TH AVE,11373,9172508405,Thai,40.74161711,-73.88276707,0,0,1,49.36,The cuisine is Thai
KOO KOO CHICKEN,Brooklyn,1698,86 STREET,11214,7188371688,Asian/Asian Fusion,40.60865684,-74.00498448,1,1,0,38.06,The cuisine is Asian/Asian Fusion
MERRY LAND BUFFET,Bronx,505,EAST  163 STREET,10451,7182923455,Chinese,40.82432977,-73.90949958,1,1,1,49,The cuisine is Chinese
COLINA CUERVO,Brooklyn,759,NOSTRAND AVENUE,11216,7185522005,Latin American,40.67132603,-73.95035328,0,0,0,24.27,The cuisine is Latin American
BAR 718,Brooklyn,718,5 AVENUE,11215,7184992661,Bottled Beverages,40.66042341,-73.99439169,1,1,0,28.56,The cuisine is Bottled Beverages
CHICKEN & FRIES,Manhattan,4,PENN PLZ,10121,2124656307,Chicken,40.75065484,-73.99194424,1,1,0,35.03,The cuisine is Chicken
WEST CORK-UNION HALL,Staten Island,502,HENDERSON AVENUE,10310,7184422133,American,40.63810304,-74.10925325,0,1,1,13.6,The cuisine is American
TAQUERIA TLAXCALLI,Bronx,2103,STARLING AVENUE,10462,3478513085,Mexican,40.83607073,-73.85493945,1,1,1,12.49,The cuisine is Mexican
NELLY'S CAKES & PARTY SUPPLIES,Brooklyn,597,NEW LOTS AVENUE,11207,7182726633,Bakery Products/Desserts,40.66453165,-73.88699062,0,1,1,39.14,The cuisine is Bakery Products/Desserts
ZAMAAN,Brooklyn,8915,5 AVENUE,11209,7186004300,,40.61959428,-74.02782621,1,1,1,48.08,
PALMA,Manhattan,28,CORNELIA STREET,10014,2126912223,Italian,40.73141157,-74.00213243,1,1,1,30.65,The cuisine is Italian
NUTRICION RADIANTE,Queens,9708,101ST AVE,11416,6463637620,Coffee/Tea,40.68481182,-73.84403099,0,0,0,19.32,The cuisine is Coffee/Tea
MEME MEDITERRANEAN,Manhattan,581,HUDSON STREET,10014,6466928450,Mediterranean,40.7363575,-74.00587092,0,1,0,47.7,The cuisine is Mediterranean
"ATOMIC WINGS, BURGER HOLE",Queens,15923,HILLSIDE AVE,11432,7184806642,Chicken,40.70779845,-73.80250498,1,1,1,18.31,The cuisine is Chicken
MEXICAN FESTIVAL,Manhattan,2672,BROADWAY,10025,6469129334,Mexican,40.798256,-73.96914076,1,1,0,10.72,The cuisine is Mexican
Cannelle LIC,Queens,511,47TH AVE,11101,7189378500,French,40.74587871,-73.95515516,0,1,1,39.59,The cuisine is French
TIBERIAS,Manhattan,45,EAST   34 STREET,10016,2124814222,Jewish/Kosher,40.74756593,-73.9824817,1,1,1,23.54,The cuisine is Jewish/Kosher
OLD MAN HUSTLE,Manhattan,39,ESSEX STREET,10002,2122537747,American,40.71612824,-73.98946658,1,1,0,30.23,The cuisine is American
POCHA 32,Manhattan,15,WEST   32 STREET,10001,2122791876,Korean,40.74744292,-73.98617017,1,1,1,24.02,The cuisine is Korean
THE HUDSON BAR ROOM,Manhattan,444,10 AVENUE,10001,6469525980,American,40.75505496,-73.99878722,1,1,0,42.41,The cuisine is American
THE LAMBS CLUB,Manhattan,130,WEST   44 STREET,10036,2129975262,American,40.7565333,-73.98413972,1,1,0,34.62,The cuisine is American
JERK HUT,Queens,23107,MERRICK BOULEVARD,11413,7187125910,Caribbean,40.67571176,-73.7392434,1,1,0,16.77,The cuisine is Caribbean
CHINAH,Manhattan,100,MAIDEN LANE,10038,6096186815,Chinese,40.70685943,-74.00699004,1,1,0,46.54,The cuisine is Chinese
BENNYS BURRITOS,Manhattan,111-113,GREENWICH AVENUE,10014,2126339210,Tex-Mex,40.73798528,-74.00196304,1,1,0,26.72,The cuisine is Tex-Mex
GAETANA'S CUCINA ITALIANA,Manhattan,143,CHRISTOPHER STREET,10014,2126753913,Italian,40.73282214,-74.00769277,0,0,1,44.32,The cuisine is Italian
BLUE MOUNTAIN HEIGHTS CAFE & BAR,Manhattan,499,WEST  158 STREET,10032,6469985905,Caribbean,40.83343009,-73.94143244,1,1,0,31.85,The cuisine is Caribbean
TUSCAN HILLS,Queens,110-60,QUEENS BOULEVARD,11375,7184873524,Italian,40.71920233,-73.8389538,0,0,0,40.33,The cuisine is Italian
BEER RUN,Manhattan,203,WEST   19 STREET,10011,2127497500,Other,40.7418005,-73.99779867,0,1,1,45.58,The cuisine is Other
WING STATION,Queens,23014,MERRICK BLVD,11413,7182762100,American,40.67602692,-73.74023359,1,1,1,33.09,The cuisine is American
KONDITORI,Brooklyn,187,5 AVENUE,11217,3472234102,Coffee/Tea,40.67694263,-73.98008483,1,1,0,45.55,The cuisine is Coffee/Tea
SALLY'S FISH & THINGS CANARSIE,Brooklyn,8719,AVENUE D,11236,7184513200,Caribbean,40.64457251,-73.91322527,1,1,0,19.8,The cuisine is Caribbean
SANDRO'S,Manhattan,306,EAST   81 STREET,10028,2122887374,Italian,40.7744483,-73.9536411,0,1,1,45.77,The cuisine is Italian
3 LUIGI'S PIZZA,Brooklyn,275,GRAND AVENUE,11238,9178330996,Pizza,40.68812326,-73.96274112,1,1,1,10.63,The cuisine is Pizza
THE HALAL SPOT,Brooklyn,474,MYRTLE AVENUE,11205,7182304900,Middle Eastern,40.69337513,-73.96635509,1,1,0,35.42,The cuisine is Middle Eastern
TROPICAL SENSATION,Manhattan,953,AMSTERDAM AVENUE,10025,2122220098,Latin American,40.8009283,-73.96533252,0,0,0,46.91,The cuisine is Latin American
MAGGIE MAE'S,Queens,4115,QUEENS BLVD,11104,7184333067,Bottled Beverages,40.74367412,-73.92310299,0,0,1,36.46,The cuisine is Bottled Beverages
MING BAKERY,Brooklyn,1412,AVENUE U,11229,9177024431,Bakery Products/Desserts,40.59874024,-73.95711246,1,1,0,24.24,The cuisine is Bakery Products/Desserts
VIBZN fried chicken and pizza,Brooklyn,1825,CHURCH AVENUE,11226,2672900303,Other,40.64955366,-73.96279518,0,0,1,25.61,The cuisine is Other
HALAL GYRO MANIA,Brooklyn,2151,BATH AVENUE,11214,7186762262,Mediterranean,40.59896509,-73.99793304,1,1,0,21.98,The cuisine is Mediterranean
HONG KONG BOY RESTAURANT,Brooklyn,6201,8 AVENUE,11220,7186301289,Chinese,40.63425978,-74.01082309,1,1,0,18.41,The cuisine is Chinese
Rosita's Sun Days Restaurant,Brooklyn,283,WYCKOFF AVENUE,11237,3477708095,Mexican,40.7006812,-73.91314835,1,1,0,46.36,The cuisine is Mexican
POPPY'S,Brooklyn,189,COLUMBIA STREET,11231,6464592716,American,40.68556841,-74.00242301,0,1,1,11.94,The cuisine is American
SOFIA PIZZA RESTAURANT,Brooklyn,2822,CONEY ISLAND AVENUE,11235,7185136300,Pizza,40.58776501,-73.96039588,0,1,0,20.51,The cuisine is Pizza
BOCADITO BISTRO,Manhattan,4863,BROADWAY,10034,6466494212,Eastern European,40.86677923,-73.9237772,1,1,0,28.07,The cuisine is Eastern European
HENG CHANG 2,Brooklyn,2042,ROCKAWAY PARKWAY,11236,7182095800,Chinese,40.63320196,-73.88904706,0,0,0,12.06,The cuisine is Chinese
SAM LEE KITCHEN,Queens,2108,36TH AVE,11106,7183929329,Chinese,40.7597804,-73.9366063,0,1,0,32.52,The cuisine is Chinese
FAO SCHWARZ-SCWEETZ,Queens,TERMINAL B,LAGUARDIA INT'L AIRPORT,,2015282446,Other,0,0,0,0,1,14.91,The cuisine is Other
RAMEN SPOT,Brooklyn,760,MANHATTAN AVENUE,11222,6466781788,Asian/Asian Fusion,40.72667798,-73.95243694,0,1,0,16.14,The cuisine is Asian/Asian Fusion
LAZZAT,Brooklyn,1969,BATH AVENUE,11214,7186764800,Eastern European,40.60167694,-74.00196622,1,1,0,38.37,The cuisine is Eastern European
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001,2126609666,Chinese,40.74798699,-73.99281796,1,1,1,19.82,The cuisine is Chinese
BOON CHU THAI RESTAURANT,Queens,83-18,BROADWAY,11373,7188986836,Thai,40.74074093,-73.87954246,0,0,1,24.75,The cuisine is Thai
AROQA,Manhattan,206,9 AVENUE,10011,6466785471,Indian,40.74622506,-74.00150133,0,0,1,40.73,The cuisine is Indian
MOE'S GOURMET FOOD & PIZZA,Queens,3050,WHITESTONE EXPRESSWAY,11357,7183536100,American,40.77047536,-73.83563783,0,0,1,12.55,The cuisine is American
NAIA DELI GRILL JUICE AND SALAD BAR,Bronx,2115,WASHINGTON AVENUE,10457,9172957142,American,40.8518804,-73.89533921,1,1,0,22.08,The cuisine is American
HIGH LINE HOTEL,Manhattan,180,10 AVENUE,10011,2129339735,American,40.74620849,-74.0052294,0,1,0,34.87,The cuisine is American
MASTER SMOOTHIE,Bronx,1219A,CASTLE HILL AVE,10462,7184848358,"Juice, Smoothies, Fruit Salads",40.83244011,-73.85117111,0,1,0,13.06,"The cuisine is Juice, Smoothies, Fruit Salads"
BETTER BEING,Manhattan,537,9 AVENUE,10018,2123531986,American,40.75699534,-73.99367967,0,1,0,19.74,The cuisine is American
CATS ON THE BAY,Brooklyn,2027,EMMONS AVENUE,11235,9297772287,Russian,40.58371937,-73.94723252,0,1,0,30.83,The cuisine is Russian
EL RANCHITO DE DAISY,Queens,4149,150 STREET,11355,7186613307,Latin American,40.76151541,-73.81340916,1,1,1,45.59,The cuisine is Latin American
WORSHIP SUPER HEROES,Bronx,570,E 138TH ST,10454,7185858665,Chinese,40.80665389,-73.91714196,1,1,0,41.48,The cuisine is Chinese
ROCKAWAY BEACH BAKERY,Queens,8710,ROCKAWAY BEACH BLVD,11693,3477277680,Bakery Products/Desserts,40.58742043,-73.81235651,0,0,0,33.56,The cuisine is Bakery Products/Desserts
WHITEPOINT PIZZA,Queens,13213,14TH AVE,11356,7187465555,Pizza,40.7862691,-73.83591647,0,0,1,39.63,The cuisine is Pizza
DO COOKIE DOUGH CONFECTIONS,Manhattan,550,LAGUARDIA PLACE,10012,6468923600,Frozen Desserts,40.72884522,-73.9982934,0,1,0,15.11,The cuisine is Frozen Desserts
Jollof Mansion,Queens,235,BEACH   20 STREET,11691,3477277748,African,40.5960331,-73.75411395,1,1,1,42.37,The cuisine is African
CALLIE'S,Queens,410,BEACH  129 STREET,11694,7189308935,American,40.57823056,-73.84929545,1,1,0,42.53,The cuisine is American
CARBONE,Manhattan,181,THOMPSON STREET,10012,2129330707,Italian,40.72787633,-74.00014432,0,0,1,26.22,The cuisine is Italian
99C PIZZA,Manhattan,177,EAST HOUSTON STREET,10002,6466373776,Pizza,40.72278693,-73.98820644,0,0,1,13.42,The cuisine is Pizza
ST GEORGE TAVERN RESTAURANT & BAR,Manhattan,103,WASHINGTON STREET,10006,2122409868,Asian/Asian Fusion,40.70845072,-74.01427979,1,1,1,48.4,The cuisine is Asian/Asian Fusion
JELL & CHILL,Manhattan,110,EAST    7 STREET,10009,6463705229,Frozen Desserts,40.72650017,-73.98464118,1,1,1,27.95,The cuisine is Frozen Desserts
CARIBBEAN SOCIAL,Brooklyn,847,FLATBUSH AVENUE,11226,3474747328,Caribbean,40.65167135,-73.95902798,1,1,1,12.22,The cuisine is Caribbean
EL PENACHO RESTAURANT,Brooklyn,374,AVENUE P,11204,7184397012,Mexican,40.60871159,-73.97378822,0,1,1,42.12,The cuisine is Mexican
FRESH REMEDY HEALTH & JUICE BAR,Brooklyn,354,ROGERS AVENUE,11225,5164683219,,40.66470157,-73.95377894,0,0,1,35,
GALLOW GREEN,Manhattan,530542,WEST   27 STREET,,2125641662,French,0,0,1,1,1,44.84,The cuisine is French
THIS IS SOFIVE,Brooklyn,2021,PITKIN AVENUE,11207,3477457544,American,40.67157141,-73.89806017,0,1,1,19.99,The cuisine is American
CHOP CHOP,Manhattan,501,WEST  184 STREET,10033,2122467246,Jewish/Kosher,40.85000454,-73.92983654,1,1,0,24.77,The cuisine is Jewish/Kosher
SAMPAN CHINESE RESTAURANT,Queens,2848,STEINWAY ST,11103,7182781931,Chinese,40.76519203,-73.91394113,0,0,1,37.15,The cuisine is Chinese
VITAE,Manhattan,4,EAST   46 STREET,10017,2126823562,American,40.75587917,-73.97870397,0,1,0,35.43,The cuisine is American
NEPALESE INDIAN RESTAURANT,Queens,907,SENECA AVENUE,11385,7184171873,Indian,40.70062451,-73.90400596,0,1,0,47.49,The cuisine is Indian
JOE JR RESTAURANT,Manhattan,167,3 AVENUE,10003,2124735150,American,40.73469349,-73.98614035,1,1,1,49.49,The cuisine is American
LIANG'S NOODLE,Queens,133-35,ROOSEVELT AVENUE,11354,6467048680,Chinese,40.758502,-73.83324181,1,1,1,15.21,The cuisine is Chinese
VINNY VINCENZ,Manhattan,231,1 AVENUE,10003,2126740707,Pizza,40.73107817,-73.98276388,1,1,1,15.15,The cuisine is Pizza
DELTA SKY CLUB,Queens,4,JKF INTL AIRPORT,,7187042350,American,0,0,0,1,0,10.4,The cuisine is American
DON PANCHOLO LECHONERA RESTAURANT,Bronx,2037,JEROME AVENUE,10453,7185832979,Latin American,40.85345547,-73.90767046,1,1,1,31.83,The cuisine is Latin American
QUALITY EATS,Manhattan,1496,2 AVENUE,10075,2122569922,American,40.77254971,-73.9556137,1,1,1,18.51,The cuisine is American
UNCLE JACK'S STEAKHOUSE,Manhattan,440,9 AVENUE,10001,2122440005,Steakhouse,40.75370997,-73.99605134,0,0,1,13.85,The cuisine is Steakhouse
GOMI-WINE-FOOD-FRIENDS,Manhattan,186,AVENUE A,10009,6467070707,Tapas,40.72886844,-73.98146556,1,1,0,18.08,The cuisine is Tapas
SHERIDAN MARKET,Bronx,191,EAST  161 STREET,10451,3479188111,Sandwiches,40.82647393,-73.92139539,0,1,0,38.48,The cuisine is Sandwiches
THE HEADLESS WIDOW,Manhattan,99,1 AVENUE,10003,9174090446,American,40.72648115,-73.98610959,0,1,0,42.72,The cuisine is American
CLEMENTINE BAKERY,Brooklyn,395,CLASSON AVENUE,11238,7184838788,Coffee/Tea,40.68752113,-73.95972342,1,1,0,34.18,The cuisine is Coffee/Tea
THE GREEN PLACE AFRICAN CUISINE AND RESTAURANT,Brooklyn,180,ROCKAWAY AVENUE,11233,3477852738,African,40.6769893,-73.91087559,1,1,0,16.45,The cuisine is African
PETER DILLON'S BAR,Manhattan,130,EAST   40 STREET,10016,2122133998,Irish,40.75004343,-73.97674967,0,1,0,27.42,The cuisine is Irish
RAKUZEN,Brooklyn,6408,FORT HAMILTON PARKWAY,11219,7182380008,Japanese,40.63104308,-74.0086213,1,1,0,43.02,The cuisine is Japanese
H & I EXPRESS THAI,Brooklyn,459,BUSHWICK AVENUE,11206,3472401155,Thai,40.70177269,-73.93691413,1,1,0,38.62,The cuisine is Thai
SOHO 99 CENTS CHEESE PIZZA,Manhattan,204,WEST   14 STREET,10011,6465933348,Pizza,40.73875109,-74.00019486,0,1,0,39.43,The cuisine is Pizza
NOT GUILTY DELICATESSEN,Staten Island,19,HYATT STREET,10301,7184485143,Sandwiches,40.64190596,-74.07717564,0,1,0,39.86,The cuisine is Sandwiches
PRO THAI,Manhattan,1575,LEXINGTON AVENUE,10029,9174751494,Thai,40.78873269,-73.94882449,1,1,1,45.95,The cuisine is Thai
CHINA RESTAURANT,Brooklyn,937,UTICA AVENUE,11203,7184985108,Chinese,40.65034542,-73.9302203,1,1,0,20.82,The cuisine is Chinese
CARDIFF GIANT,Brooklyn,415,MYRTLE AVENUE,11205,9293377873,American,40.69312615,-73.96920042,0,0,1,20.99,The cuisine is American
REGGAE TASTE,Queens,12926,MERRICK BLVD,11434,9173879368,Caribbean,40.68047662,-73.76322594,1,1,1,35.01,The cuisine is Caribbean
TRATTORIA ZERO OTTO NOVE II,Manhattan,15,WEST   21 STREET,10010,2122420899,Italian,40.74060347,-73.99131394,0,1,0,39.53,The cuisine is Italian
JORDAN SNACK BAR AND BURGER,Manhattan,4419,BROADWAY,10040,3476146804,Spanish,40.85577867,-73.93311279,0,1,0,47.95,The cuisine is Spanish
KUZINA,Staten Island,1458,HYLAN BOULEVARD,10305,7189804744,Greek,40.5926381,-74.08719667,1,1,1,29.15,The cuisine is Greek
STUDIO 59,Manhattan,1000,3 AVENUE,10022,2127052991,American,40.76188723,-73.96634923,1,1,1,26.48,The cuisine is American
PIZZA PETE'S,Manhattan,528,COLUMBUS AVENUE,10024,2127873153,Pizza,40.78611681,-73.9724506,1,1,0,45.18,The cuisine is Pizza
PASTA LOVERS TRATTORIA,Manhattan,142,WEST   49 STREET,10019,2128191155,Italian,40.75979104,-73.98217165,1,1,0,26.87,The cuisine is Italian
PANCHO'S SPORT COFFEE SHOP,Bronx,1368,CROMWELL AVENUE,10452,7182937000,Latin American,40.83991963,-73.9202663,1,1,0,17.58,The cuisine is Latin American
YASHIN,Brooklyn,381,5 AVENUE,11215,7187886789,Japanese,40.67088564,-73.9848559,0,0,1,17.19,The cuisine is Japanese
THE JUICER SHACK LLC  STORE#2,Bronx,1086,SOUTHERN BOULEVARD,10459,7188409572,"Juice, Smoothies, Fruit Salads",40.82564851,-73.89191186,1,1,0,36.14,"The cuisine is Juice, Smoothies, Fruit Salads"
BROCCOLINO,Brooklyn,446,DEAN STREET,11217,7186784200,Italian,40.68197582,-73.97625791,0,1,1,46.52,The cuisine is Italian
MR TONG,Brooklyn,2926,FORT HAMILTON PARKWAY,11218,7188516324,Chinese,40.64868197,-73.97777974,1,1,0,13.47,The cuisine is Chinese
LUPA OSTERIA ROMANA,Manhattan,170,THOMPSON STREET,10012,2129821889,Italian,40.72766773,-74.00029224,1,1,0,21.31,The cuisine is Italian
CASA NINO,Staten Island,1757,ARTHUR KILL ROAD,10312,7189480440,Pizza,40.56172054,-74.19444146,1,1,0,18.58,The cuisine is Pizza
"AMALI, SOPRA",Manhattan,115,EAST   60 STREET,10022,2123398363,Mediterranean,40.76323555,-73.96861195,0,1,1,22.31,The cuisine is Mediterranean
HOMETOWN BAR-B-QUE,Brooklyn,87,35 STREET,11232,9173595000,Barbecue,40.65649558,-74.00649819,0,0,1,41.49,The cuisine is Barbecue
CREAM RIDGEWOOD,Queens,5909,71ST AVE,11385,3474577946,American,40.70059863,-73.89944018,1,1,1,34.37,The cuisine is American
BAGEL OASIS,Queens,18312,HORACE HARDING EXPY,11365,7183599245,Bagels/Pretzels,40.73943319,-73.79080194,0,1,1,35.74,The cuisine is Bagels/Pretzels
L'ARTUSI,Manhattan,228,WEST   10 STREET,10014,2122555757,American,40.73390097,-74.0051743,1,1,0,48.84,The cuisine is American
THE CHICK INN,Manhattan,3508,BROADWAY,10031,2122343084,American,40.82541451,-73.95117371,0,1,0,41.65,The cuisine is American
